Id,Start time,Completion time,time_helper,Cycle Counter1,product_upc,scan_unit_id,leave_comment,comment
84,8/20/2024 15:20,8/20/2024 15:20,8/20/2024 15:21,David,70085267969375,N108825,No,
85,8/20/2024 15:21,8/20/2024 15:22,8/20/2024 15:22,David,70085267969375,N107459,No,
86,8/20/2024 15:22,8/20/2024 15:22,8/20/2024 15:22,David,70085267969375,N106998,No,
87,8/20/2024 15:22,8/20/2024 15:23,8/20/2024 15:24,David,70085267969375,N108834,No,
88,8/20/2024 15:24,8/20/2024 15:24,8/20/2024 15:24,David,70085267969375,N107462,No,
89,8/20/2024 15:24,8/20/2024 15:26,8/20/2024 15:26,David,70085267969375,N106140,No,
90,8/20/2024 15:26,8/20/2024 15:27,8/20/2024 15:27,David,70085267969375,N106141,No,
91,8/20/2024 15:27,8/20/2024 15:28,8/20/2024 15:28,David,70085267969375,N106142,No,
92,8/20/2024 15:28,8/20/2024 15:29,8/20/2024 15:31,David,70085267969375,N106143,No,
93,8/20/2024 15:31,8/20/2024 15:31,8/20/2024 15:31,David,70085267969375,N106989,No,
94,8/20/2024 15:31,8/20/2024 15:32,8/20/2024 15:32,David,70085267969375,N107460,No,
95,8/20/2024 15:32,8/20/2024 15:33,8/20/2024 15:34,David,70085267969375,N109692,No,
96,8/20/2024 15:34,8/20/2024 15:35,8/20/2024 15:35,David,70085267969375,N108452,No,
97,8/20/2024 15:35,8/20/2024 15:35,8/20/2024 15:35,David,70085267969375,N108507,No,
98,8/20/2024 15:35,8/20/2024 15:45,8/20/2024 15:45,David,70085267969375,N108018,No,
99,8/20/2024 15:45,8/20/2024 15:48,8/20/2024 15:49,David,70085267969375,N107793,No,
100,8/20/2024 15:49,8/20/2024 15:50,8/20/2024 15:50,David,70085267969375,N108453,No,
101,8/20/2024 15:50,8/20/2024 15:51,8/20/2024 15:51,David,70085267969375,N108451,No,
102,8/20/2024 15:51,8/20/2024 15:52,8/20/2024 15:53,David,70085267969375,N108508,No,
103,8/20/2024 15:53,8/20/2024 15:54,8/20/2024 15:55,David,70085267969375,N108019,No,
104,8/20/2024 15:55,8/20/2024 15:56,8/20/2024 15:57,David,70085267969375,N108509,No,
105,8/20/2024 15:57,8/20/2024 15:57,8/20/2024 16:01,David,70085267969375,N108510,No,
107,8/20/2024 16:01,8/20/2024 16:03,8/20/2024 16:05,David,70085267969375,N101512,No,
108,8/20/2024 16:05,8/20/2024 16:06,8/20/2024 16:06,David,70085267969375,N108511,No,
109,8/20/2024 16:06,8/20/2024 16:07,8/20/2024 16:07,David,70085267969375,N108020,No,
110,8/20/2024 16:07,8/20/2024 16:08,8/20/2024 16:08,David,70085267969375,N108513,No,
111,8/20/2024 16:08,8/20/2024 16:11,8/20/2024 16:11,David,70085267969375,N108021,No,
112,8/20/2024 16:11,8/20/2024 16:12,8/20/2024 16:12,David,70085267969375,N108514,No,
113,8/20/2024 16:12,8/20/2024 16:13,8/20/2024 16:15,David,70085267969375,N108515,No,
114,8/20/2024 16:15,8/20/2024 16:15,8/20/2024 16:15,David,70085267969375,N107279,No,
115,8/20/2024 16:15,8/20/2024 16:16,8/20/2024 16:16,David,70085267969375,N107281,No,
116,8/20/2024 16:16,8/20/2024 16:17,8/20/2024 16:17,David,70085267969375,N107280,No,
117,8/20/2024 16:17,8/20/2024 16:18,8/20/2024 16:21,David,70085267969375,N107282,No,
118,8/20/2024 16:21,8/20/2024 16:21,8/20/2024 16:21,David,70085267969375,N107284,No,
119,8/20/2024 16:21,8/20/2024 16:22,8/20/2024 16:22,David,70085267969375,N105910,No,
120,8/20/2024 16:22,8/20/2024 16:22,8/20/2024 16:24,David,70085267969375,N105909,No,
121,8/20/2024 16:24,8/20/2024 16:26,8/20/2024 16:26,David,70085267969375,N105659,No,
122,8/20/2024 16:26,8/20/2024 16:27,8/20/2024 17:49,David,70085267969375,N107463,No,
123,8/20/2024 17:49,8/21/2024 10:28,8/21/2024 10:29,David,70085267969375,N108831,No,
124,8/21/2024 10:29,8/21/2024 10:29,8/21/2024 10:30,David,70085267969375,N108832,No,
125,8/21/2024 10:30,8/21/2024 10:30,8/21/2024 10:34,David,70085267969375,N107314,No,
126,8/21/2024 10:34,8/21/2024 10:34,8/21/2024 10:39,David,70085267969375,N107316,No,
127,8/21/2024 10:39,8/21/2024 10:40,8/21/2024 10:41,David,70085267969375,N105724,No,
128,8/21/2024 10:41,8/21/2024 10:41,8/21/2024 10:44,David,70085267969375,N106796,No,
129,8/21/2024 10:44,8/21/2024 10:46,8/21/2024 10:48,David,70085267969375,N106797,No,
130,8/21/2024 10:48,8/21/2024 10:48,8/21/2024 10:50,David,70085267969375,N108022,No,
131,8/21/2024 10:50,8/21/2024 10:50,8/21/2024 10:51,David,70085267969375,N105912,No,
132,8/21/2024 10:51,8/21/2024 10:51,8/21/2024 10:51,David,70085267969375,N107309,No,
133,8/21/2024 10:51,8/21/2024 10:51,8/21/2024 10:52,David,70085267969375,N107310,No,
134,8/21/2024 10:52,8/21/2024 10:52,8/21/2024 10:53,David,70085267969375,N106287,No,
135,8/21/2024 10:53,8/21/2024 10:53,8/21/2024 10:53,David,70085267969375,N106288,No,
136,8/21/2024 10:53,8/21/2024 10:54,8/21/2024 10:55,David,70085267969375,N106289,No,
137,8/21/2024 10:55,8/21/2024 10:56,8/21/2024 10:58,David,70085267969375,N106290,No,
138,8/21/2024 10:58,8/21/2024 10:58,8/21/2024 10:59,David,70085267969375,N108024,No,
139,8/21/2024 10:59,8/21/2024 10:59,8/21/2024 11:00,David,70085267969375,N108299,No,
140,8/21/2024 11:00,8/21/2024 11:00,8/21/2024 11:00,David,70085267969375,N109703,No,
141,8/21/2024 11:00,8/21/2024 11:01,8/21/2024 11:01,David,70085267969375,N109702,No,
142,8/21/2024 11:01,8/21/2024 11:01,8/21/2024 11:02,David,70085267969375,N109705,No,
143,8/21/2024 11:02,8/21/2024 11:03,8/21/2024 11:04,David,70085267969375,N109704,No,
144,8/21/2024 11:04,8/21/2024 11:04,8/21/2024 11:06,David,70085267969375,N109693,No,
145,8/21/2024 11:06,8/21/2024 11:06,8/21/2024 11:06,David,70085267969375,N105914,No,
146,8/21/2024 11:06,8/21/2024 11:06,8/21/2024 11:07,David,70085267969375,N105913,No,
147,8/21/2024 11:07,8/21/2024 11:07,8/21/2024 11:08,David,70085267969375,N105915,No,
148,8/21/2024 11:08,8/21/2024 11:08,8/21/2024 11:09,David,70085267969375,N108303,No,
149,8/21/2024 11:09,8/21/2024 11:09,8/21/2024 11:10,David,70085267969375,N108304,No,
150,8/21/2024 11:10,8/21/2024 11:11,8/21/2024 11:14,David,70085267969375,N109701,No,
151,8/21/2024 11:14,8/21/2024 11:15,8/21/2024 11:16,David,70085267969375,N109700,No,
152,8/21/2024 11:16,8/21/2024 11:16,8/21/2024 11:16,David,70085267969375,N109698,No,
153,8/21/2024 11:16,8/21/2024 11:16,8/21/2024 11:17,David,70085267969375,N109699,No,
154,8/21/2024 11:17,8/21/2024 11:17,8/21/2024 11:17,David,70085267969375,N108881,No,
155,8/21/2024 11:17,8/21/2024 11:17,8/21/2024 11:19,David,70085267969375,N108879,No,
156,8/21/2024 11:19,8/21/2024 11:20,8/21/2024 11:50,David,70085267969375,N108880,No,
157,8/21/2024 11:50,8/21/2024 11:50,8/21/2024 11:51,David,70085267969375,N109697,No,
158,8/21/2024 11:51,8/21/2024 11:51,8/21/2024 11:51,David,70085267969375,N109696,No,
159,8/21/2024 11:51,8/21/2024 11:51,8/21/2024 11:54,David,70085267969375,N109694,No,
160,8/21/2024 11:54,8/21/2024 11:54,8/21/2024 11:56,David,70085267969375,N109695,No,
161,8/21/2024 11:56,8/21/2024 11:56,8/21/2024 12:00,David,70085267969375,N108023,No,
162,8/21/2024 12:00,8/21/2024 12:00,8/21/2024 12:00,David,70085267969375,N108300,No,
163,8/21/2024 12:00,8/21/2024 12:00,8/21/2024 12:01,David,70085267969375,N108301,No,
164,8/21/2024 12:01,8/21/2024 12:01,8/21/2024 12:01,David,70085267969375,N109566,No,
165,8/21/2024 12:01,8/21/2024 12:01,8/21/2024 12:02,David,70085267969375,N109565,No,
167,8/21/2024 12:02,8/21/2024 12:02,8/21/2024 12:03,David,70085267969375,N108298,No,
168,8/21/2024 12:03,8/21/2024 12:03,8/21/2024 12:03,David,70085267969375,N108297,No,
169,8/21/2024 12:03,8/21/2024 12:04,8/21/2024 12:04,David,70085267969375,N108302,No,
170,8/21/2024 12:04,8/21/2024 12:04,8/21/2024 12:05,David,70085267969375,N107283,No,
171,8/21/2024 12:05,8/21/2024 12:06,8/21/2024 12:06,David,70085267969375,N107286,No,
172,8/21/2024 12:06,8/21/2024 12:06,8/21/2024 12:07,David,70085267969375,N108985,No,
174,8/21/2024 12:07,8/21/2024 12:10,8/21/2024 12:10,David,70085267969375,N107287,No,
175,8/21/2024 12:10,8/21/2024 12:11,8/21/2024 12:11,David,70085267969375,N108984,No,
176,8/21/2024 12:11,8/21/2024 12:12,8/21/2024 12:12,David,70085267969375,N108983,No,
177,8/21/2024 12:12,8/21/2024 12:13,8/21/2024 12:13,David,70085267969375,N108982,No,
178,8/21/2024 12:13,8/21/2024 12:13,8/21/2024 12:15,David,70085267969375,N108981,No,
179,8/21/2024 12:15,8/21/2024 12:15,8/21/2024 12:23,David,70085267969375,N107048,No,
180,8/21/2024 12:23,8/21/2024 12:27,8/21/2024 12:27,David,70085267969375,N106562,No,
181,8/21/2024 12:27,8/21/2024 12:27,8/21/2024 12:29,David,70085267969375,N107049,No,
182,8/21/2024 12:29,8/21/2024 12:32,8/21/2024 12:33,David,70085267969375,N106563,No,
183,8/21/2024 12:33,8/21/2024 12:33,8/21/2024 12:35,David,70085267969375,N109633,No,
184,8/21/2024 12:35,8/21/2024 12:35,8/21/2024 12:35,David,70085267969375,N107050,No,
185,8/21/2024 12:35,8/21/2024 12:35,8/21/2024 12:36,David,70085267969375,N107051,No,
186,8/21/2024 12:36,8/21/2024 12:37,8/21/2024 12:37,David,70085267969375,N106590,No,
187,8/21/2024 12:37,8/21/2024 12:40,8/21/2024 12:41,David,70085267969375,N106589,No,
188,8/21/2024 12:41,8/21/2024 12:42,8/21/2024 12:42,David,70085267969375,N107560,No,
189,8/21/2024 12:42,8/21/2024 12:42,8/21/2024 12:42,David,70085267969375,N106591,No,
190,8/21/2024 12:42,8/21/2024 12:42,8/21/2024 12:42,David,70085267969375,N106592,No,
191,8/21/2024 12:42,8/21/2024 12:43,8/21/2024 12:43,David,70085267969375,N107052,No,
193,8/21/2024 12:43,8/21/2024 12:43,8/21/2024 12:44,David,70085267969375,N107561,No,
194,8/21/2024 12:44,8/21/2024 12:44,8/21/2024 12:45,David,70085267969375,N107923,No,
195,8/21/2024 12:45,8/21/2024 12:45,8/21/2024 12:45,David,70085267969375,N107767,No,
196,8/21/2024 12:45,8/21/2024 12:46,8/21/2024 12:46,David,70085267969375,N107924,No,
197,8/21/2024 12:46,8/21/2024 12:46,8/21/2024 12:47,David,70085267969375,N107925,No,
198,8/21/2024 12:47,8/21/2024 12:47,8/21/2024 12:48,David,70085267969375,N109691,No,
199,8/21/2024 12:48,8/21/2024 12:48,8/21/2024 12:48,David,70085267969375,N107926,No,
200,8/21/2024 12:48,8/21/2024 12:48,8/21/2024 12:49,David,70085267969375,N107927,No,
201,8/21/2024 12:49,8/21/2024 12:51,8/21/2024 12:51,David,70085267969375,N107562,No,
202,8/21/2024 12:51,8/21/2024 12:54,8/21/2024 12:55,David,70085267969375,N106558,No,
203,8/21/2024 12:55,8/21/2024 12:55,8/21/2024 12:56,David,70085267969375,N107053,No,
204,8/21/2024 12:56,8/21/2024 12:56,8/21/2024 12:57,David,70085267969375,N109634,No,
205,8/21/2024 12:57,8/21/2024 12:58,8/21/2024 12:58,David,70085267969375,N107054,No,
206,8/21/2024 12:58,8/21/2024 12:58,8/21/2024 12:59,David,70085267969375,N107055,No,
207,8/21/2024 12:59,8/21/2024 12:59,8/21/2024 13:00,David,70085267969375,N106559,No,
208,8/21/2024 13:00,8/21/2024 13:00,8/21/2024 13:00,David,70085267969375,N109628,No,
209,8/21/2024 13:00,8/21/2024 13:01,8/21/2024 13:01,David,70085267969375,N106560,No,
210,8/21/2024 13:01,8/21/2024 13:02,8/21/2024 13:04,David,70085267969375,N109678,No,
211,8/21/2024 13:04,8/21/2024 13:04,8/21/2024 13:05,David,70085267969375,N106561,No,
212,8/21/2024 13:05,8/21/2024 13:05,8/21/2024 13:05,David,70085267969375,N109630,No,
213,8/21/2024 13:05,8/21/2024 13:05,8/21/2024 13:06,David,70085267969375,N109631,No,
214,8/21/2024 13:06,8/21/2024 13:06,8/21/2024 13:06,David,70085267969375,N109635,No,
215,8/21/2024 13:06,8/21/2024 13:07,8/21/2024 13:07,David,70085267969375,N105904,No,
216,8/21/2024 13:07,8/21/2024 13:07,8/21/2024 13:07,David,70085267969375,N105905,No,
217,8/21/2024 13:07,8/21/2024 13:08,8/21/2024 13:08,David,70085267969375,N109636,No,
218,8/21/2024 13:08,8/21/2024 13:10,8/21/2024 13:11,David,70085267969375,N108325,No,
219,8/21/2024 13:11,8/21/2024 13:11,8/21/2024 13:12,David,70085267969375,N108324,No,
220,8/21/2024 13:12,8/21/2024 13:12,8/21/2024 13:13,David,70085267969375,N105906,No,
221,8/21/2024 13:13,8/21/2024 13:13,8/21/2024 13:18,David,70085267969375,N109632,No,
222,8/21/2024 13:18,8/21/2024 13:19,8/21/2024 13:19,David,70085267345805,N108835,Yes,Wrong Unit ID: 70085267345805
223,8/21/2024 13:19,8/21/2024 13:20,8/21/2024 13:21,David,70085267969375,N109771,No,
224,8/21/2024 13:21,8/21/2024 13:22,8/21/2024 13:23,David,70085267969375,N109493,No,
225,8/21/2024 13:23,8/21/2024 13:24,8/21/2024 13:24,David,70085267969375,N109770,No,
226,8/21/2024 13:24,8/21/2024 13:25,8/21/2024 13:27,David,70085267969375,N109772,No,
227,8/21/2024 13:27,8/21/2024 13:27,8/21/2024 13:29,David,70085267969375,N109773,No,
228,8/21/2024 13:29,8/21/2024 13:30,8/21/2024 13:30,David,70085267969375,N108330,No,
229,8/21/2024 13:30,8/21/2024 13:31,8/21/2024 13:32,David,70085267969375,N108326,No,
230,8/21/2024 13:32,8/21/2024 13:32,8/21/2024 13:32,David,70085267969375,N108327,No,
231,8/21/2024 13:32,8/21/2024 13:33,8/21/2024 13:34,David,70085267969375,N108328,No,
232,8/21/2024 13:34,8/21/2024 13:34,8/21/2024 13:36,David,70085267969375,N109486,No,
233,8/21/2024 13:36,8/21/2024 13:37,8/21/2024 13:38,David,70085267969375,N109487,No,
234,8/21/2024 13:38,8/21/2024 13:38,8/21/2024 13:39,David,70085267969375,N109488,No,
235,8/21/2024 13:39,8/21/2024 13:39,8/21/2024 13:40,David,70085267969375,N109489,No,
236,8/21/2024 13:40,8/21/2024 13:41,8/21/2024 13:41,David,70085267969375,N108329,No,
237,8/21/2024 13:41,8/21/2024 13:42,8/21/2024 13:42,David,70085267969375,N109252,No,
238,8/21/2024 13:42,8/21/2024 13:42,8/21/2024 13:44,David,70085267969375,N109490,No,
239,8/21/2024 13:44,8/21/2024 13:44,8/21/2024 13:45,David,70085267969375,N109491,No,
240,8/21/2024 13:45,8/21/2024 13:46,8/21/2024 13:47,David,70085267969375,N109492,No,
241,8/21/2024 13:47,8/21/2024 13:47,8/21/2024 13:48,David,70085267969375,N108935,No,
242,8/21/2024 13:48,8/21/2024 13:48,8/21/2024 13:49,David,70085267969375,N108827,No,
243,8/21/2024 13:49,8/21/2024 13:50,8/21/2024 13:51,David,70085267969375,N108828,No,
244,8/21/2024 13:51,8/21/2024 13:51,8/21/2024 13:51,David,70085267969375,N108934,No,
245,8/21/2024 13:51,8/21/2024 13:52,8/21/2024 13:52,David,70085267969375,N107546,No,
246,8/21/2024 13:52,8/21/2024 13:52,8/21/2024 13:52,David,70085267969375,N107547,No,
247,8/21/2024 13:52,8/21/2024 13:53,8/21/2024 13:53,David,70085267969375,N107548,No,
248,8/21/2024 13:53,8/21/2024 13:53,8/21/2024 13:54,David,70085267969375,N107549,No,
249,8/21/2024 13:54,8/21/2024 13:54,8/21/2024 13:55,David,70085267969375,N107550,No,
250,8/21/2024 13:55,8/21/2024 13:56,8/21/2024 13:56,David,70085267969375,N109842,No,
251,8/21/2024 13:56,8/21/2024 13:56,8/21/2024 13:57,David,70085267969375,N109843,No,
252,8/21/2024 13:57,8/21/2024 13:57,8/21/2024 13:58,David,70085267969375,N109844,No,
253,8/21/2024 13:58,8/21/2024 13:59,8/21/2024 13:59,David,70085267969375,N107304,No,
254,8/21/2024 13:59,8/21/2024 14:00,8/21/2024 14:00,David,70085267969375,N107305,No,
255,8/21/2024 14:00,8/21/2024 14:01,8/21/2024 14:05,David,70085267969375,N109845,No,
257,8/21/2024 14:05,8/21/2024 14:06,8/21/2024 14:06,David,70085267969375,N107307,No,
258,8/21/2024 14:06,8/21/2024 14:06,8/21/2024 14:08,David,70085267969375,N107306,No,
259,8/21/2024 14:08,8/21/2024 14:09,8/21/2024 14:10,David,70085267969375,N107308,No,
260,8/21/2024 14:10,8/21/2024 14:10,8/21/2024 14:11,David,70085267969375,N107312,No,
261,8/21/2024 14:11,8/21/2024 14:11,8/21/2024 14:33,David,70085267969375,N109250,No,
262,8/21/2024 14:33,8/21/2024 14:37,8/21/2024 14:37,David,70085267969375,N109846,No,
263,8/21/2024 14:37,8/21/2024 14:37,8/21/2024 12:23,David,70085267969375,N109847,No,
264,8/21/2024 12:23,8/21/2024 14:39,8/21/2024 15:31,David,70085267969375,N109251,No,
265,8/21/2024 15:31,8/21/2024 15:38,8/21/2024 15:40,David,70085267969375,N107311,No,
266,8/21/2024 15:40,8/21/2024 15:40,8/21/2024 15:46,David,70085267969375,N107315,No,
267,8/21/2024 15:46,8/21/2024 15:47,8/21/2024 15:48,David,70085267969375,N107313,No,
268,8/21/2024 15:48,8/21/2024 15:48,8/21/2024 15:49,David,70085267969375,N107288,No,
269,8/21/2024 15:49,8/21/2024 15:50,8/21/2024 15:51,David,70085267969375,N107290,No,
270,8/21/2024 15:51,8/21/2024 15:51,8/21/2024 15:52,David,70085267969375,N107289,No,
271,8/21/2024 15:52,8/21/2024 15:53,8/22/2024 13:08,David,70085267969375,N109841,No,
272,8/22/2024 13:08,8/22/2024 13:39,8/22/2024 13:42,David,70085267969375,N109848,No,
273,8/22/2024 13:42,8/22/2024 13:42,8/22/2024 13:45,David,70085267969375,N109849,No,
274,8/22/2024 13:45,8/22/2024 13:47,8/22/2024 13:50,David,70085267969375,N108512,No,
275,8/22/2024 13:50,8/22/2024 13:51,8/22/2024 13:51,David,70085267969375,N107285,No,
276,8/22/2024 13:51,8/22/2024 14:06,8/22/2024 14:06,David,70085267969375,N109629,No,
277,8/22/2024 14:06,8/22/2024 14:27,8/22/2024 14:27,David,70085267969375,N105725,No,
278,8/22/2024 14:27,8/22/2024 14:27,8/22/2024 14:27,David,70085267969375,N105726,No,
279,8/22/2024 14:27,8/22/2024 14:30,8/22/2024 14:30,David,70085267969375,N105728,No,
280,8/22/2024 14:30,8/22/2024 14:30,8/22/2024 14:31,David,70085267969375,N105729,No,
281,8/22/2024 14:31,8/22/2024 14:32,8/22/2024 14:32,David,70085267969375,N105730,No,
282,8/22/2024 14:32,8/22/2024 14:33,8/22/2024 14:33,David,70085267969375,N105731,No,
283,8/22/2024 14:33,8/22/2024 14:36,8/22/2024 14:36,David,70085267969375,N105732,No,
284,8/22/2024 14:36,8/22/2024 14:37,8/22/2024 14:37,David,70085267969375,N105734,No,
285,8/22/2024 14:37,8/22/2024 14:38,8/22/2024 14:38,David,70085267969375,N105733,No,
286,8/22/2024 14:38,8/22/2024 14:39,8/22/2024 14:39,David,70085267969375,N105735,No,
287,8/22/2024 14:39,8/22/2024 14:40,8/22/2024 14:40,David,70085267969375,N105776,No,
288,8/22/2024 14:40,8/22/2024 14:40,8/22/2024 14:42,David,70085267969375,N105777,No,
289,8/22/2024 14:42,8/22/2024 14:42,8/22/2024 14:42,David,70085267969375,N105779,No,
290,8/22/2024 14:42,8/22/2024 14:43,8/22/2024 14:44,David,70085267969375,N105778,No,
291,8/22/2024 14:44,8/22/2024 14:44,8/22/2024 14:44,David,70085267969375,N105781,No,
292,8/22/2024 14:44,8/22/2024 14:45,8/22/2024 14:45,David,70085267969375,N105780,No,
293,8/22/2024 14:45,8/22/2024 14:45,8/22/2024 15:54,David,70085267969375,N105782,No,
294,8/22/2024 15:54,8/22/2024 15:55,8/22/2024 16:04,David,70085267969375,N105727,No,
295,8/22/2024 16:04,8/22/2024 16:05,8/22/2024 16:05,Jon,70085267969375,N104298,No,
296,8/22/2024 16:05,8/22/2024 16:05,8/22/2024 16:05,Jon,70085267969375,N105552,No,
